dataset_id,fold_id,subject_id,class_id,class_name,num_windows,max_supported_k
harth,loso_subject_3,3,3,Stairs Ascending,309,308
harth,loso_subject_3,3,4,Stairs Descending,36,35
harth,loso_subject_3,3,5,Standing,15,14
harth,loso_subject_4,4,0,Walking,127,126
harth,loso_subject_4,4,1,Running,60,59
harth,loso_subject_4,4,2,Shuffling,18,17
harth,loso_subject_4,4,3,Stairs Ascending,2072,2071
harth,loso_subject_4,4,4,Stairs Descending,23,22
harth,loso_subject_4,4,5,Standing,12,11
harth,loso_subject_4,4,6,Sitting,124,123
harth,loso_subject_4,4,11,Cycling Stand Inactive,13,12
harth,loso_subject_5,5,0,Walking,285,284
harth,loso_subject_5,5,1,Running,181,180
harth,loso_subject_5,5,2,Shuffling,138,137
harth,loso_subject_5,5,3,Stairs Ascending,1485,1484
harth,loso_subject_5,5,4,Stairs Descending,17,16
harth,loso_subject_5,5,5,Standing,14,13
harth,loso_subject_5,5,6,Sitting,45,44
harth,loso_subject_5,5,8,Cycling Sit,17,16
harth,loso_subject_5,5,11,Cycling Stand Inactive,22,21
harth,loso_subject_6,6,0,Walking,289,288
harth,loso_subject_6,6,1,Running,122,121
harth,loso_subject_6,6,2,Shuffling,35,34
harth,loso_subject_6,6,3,Stairs Ascending,1573,1572
harth,loso_subject_6,6,4,Stairs Descending,26,25
harth,loso_subject_6,6,5,Standing,18,17
harth,loso_subject_6,6,6,Sitting,57,56
harth,loso_subject_6,6,8,Cycling Sit,37,36
harth,loso_subject_6,6,11,Cycling Stand Inactive,14,13
harth,loso_subject_7,7,0,Walking,400,399
harth,loso_subject_7,7,1,Running,310,309
harth,loso_subject_7,7,2,Shuffling,15,14
harth,loso_subject_7,7,3,Stairs Ascending,1295,1294
harth,loso_subject_7,7,4,Stairs Descending,36,35
harth,loso_subject_7,7,5,Standing,31,30
harth,loso_subject_7,7,6,Sitting,417,416
harth,loso_subject_7,7,8,Cycling Sit,47,46
harth,loso_subject_7,7,9,Cycling Stand,11,10
harth,loso_subject_7,7,11,Cycling Stand Inactive,18,17
harth,loso_subject_8,8,0,Walking,297,296
harth,loso_subject_8,8,1,Running,223,222
harth,loso_subject_8,8,2,Shuffling,42,41
harth,loso_subject_8,8,3,Stairs Ascending,1263,1262
harth,loso_subject_8,8,4,Stairs Descending,2,1
harth,loso_subject_8,8,5,Standing,9,8
harth,loso_subject_8,8,6,Sitting,261,260
harth,loso_subject_8,8,7,Lying,1,0
harth,loso_subject_8,8,8,Cycling Sit,68,67
harth,loso_subject_8,8,9,Cycling Stand,1,0
harth,loso_subject_8,8,11,Cycling Stand Inactive,16,15
harth,loso_subject_9,9,0,Walking,175,174
harth,loso_subject_9,9,1,Running,210,209
harth,loso_subject_9,9,2,Shuffling,21,20
harth,loso_subject_9,9,3,Stairs Ascending,1448,1447
harth,loso_subject_9,9,4,Stairs Descending,47,46
harth,loso_subject_9,9,5,Standing,29,28
harth,loso_subject_9,9,6,Sitting,289,288
harth,loso_subject_9,9,7,Lying,6,5
harth,loso_subject_9,9,8,Cycling Sit,29,28
harth,loso_subject_9,9,9,Cycling Stand,18,17
harth,loso_subject_9,9,10,Cycling Sit Inactive,1,0
harth,loso_subject_9,9,11,Cycling Stand Inactive,32,31
harth,loso_subject_10,10,0,Walking,205,204
harth,loso_subject_10,10,1,Running,360,359
harth,loso_subject_10,10,2,Shuffling,40,39
harth,loso_subject_10,10,3,Stairs Ascending,947,946
harth,loso_subject_10,10,4,Stairs Descending,17,16
harth,loso_subject_10,10,5,Standing,17,16
harth,loso_subject_10,10,6,Sitting,216,215
harth,loso_subject_10,10,8,Cycling Sit,39,38
harth,loso_subject_10,10,9,Cycling Stand,8,7
harth,loso_subject_10,10,11,Cycling Stand Inactive,89,88
harth,loso_subject_11,11,0,Walking,101,100
harth,loso_subject_11,11,1,Running,183,182
harth,loso_subject_11,11,2,Shuffling,20,19
harth,loso_subject_11,11,3,Stairs Ascending,1271,1270
harth,loso_subject_11,11,4,Stairs Descending,21,20
harth,loso_subject_11,11,5,Standing,16,15
harth,loso_subject_11,11,6,Sitting,140,139
harth,loso_subject_11,11,7,Lying,1,0
harth,loso_subject_11,11,8,Cycling Sit,91,90
harth,loso_subject_11,11,11,Cycling Stand Inactive,28,27
harth,loso_subject_12,12,0,Walking,95,94
harth,loso_subject_12,12,1,Running,203,202
harth,loso_subject_12,12,2,Shuffling,11,10
harth,loso_subject_12,12,3,Stairs Ascending,1577,1576
harth,loso_subject_12,12,4,Stairs Descending,15,14
harth,loso_subject_12,12,5,Standing,11,10
harth,loso_subject_12,12,6,Sitting,309,308
harth,loso_subject_12,12,7,Lying,4,3
harth,loso_subject_12,12,8,Cycling Sit,95,94
harth,loso_subject_12,12,9,Cycling Stand,3,2
harth,loso_subject_12,12,11,Cycling Stand Inactive,23,22
harth,loso_subject_13,13,0,Walking,230,229
harth,loso_subject_13,13,1,Running,287,286
harth,loso_subject_13,13,2,Shuffling,11,10
harth,loso_subject_13,13,3,Stairs Ascending,1118,1117
harth,loso_subject_13,13,4,Stairs Descending,17,16
harth,loso_subject_13,13,5,Standing,8,7
harth,loso_subject_13,13,6,Sitting,176,175
harth,loso_subject_13,13,8,Cycling Sit,15,14
harth,loso_subject_13,13,9,Cycling Stand,3,2
harth,loso_subject_13,13,11,Cycling Stand Inactive,23,22
harth,loso_subject_14,14,0,Walking,295,294
harth,loso_subject_14,14,1,Running,417,416
harth,loso_subject_14,14,2,Shuffling,25,24
harth,loso_subject_14,14,3,Stairs Ascending,933,932
harth,loso_subject_14,14,4,Stairs Descending,29,28
harth,loso_subject_14,14,5,Standing,24,23
harth,loso_subject_14,14,6,Sitting,124,123
harth,loso_subject_14,14,7,Lying,7,6
harth,loso_subject_14,14,8,Cycling Sit,85,84
harth,loso_subject_14,14,10,Cycling Sit Inactive,2,1
harth,loso_subject_14,14,11,Cycling Stand Inactive,14,13
harth,loso_subject_15,15,0,Walking,41,40
harth,loso_subject_15,15,1,Running,453,452
harth,loso_subject_15,15,2,Shuffling,3,2
harth,loso_subject_15,15,3,Stairs Ascending,85,84
harth,loso_subject_15,15,4,Stairs Descending,16,15
harth,loso_subject_15,15,5,Standing,10,9
harth,loso_subject_15,15,6,Sitting,109,108
harth,loso_subject_15,15,11,Cycling Stand Inactive,148,147
harth,loso_subject_16,16,0,Walking,47,46
harth,loso_subject_16,16,1,Running,502,501
harth,loso_subject_16,16,2,Shuffling,3,2
harth,loso_subject_16,16,3,Stairs Ascending,91,90
harth,loso_subject_16,16,4,Stairs Descending,18,17
harth,loso_subject_16,16,5,Standing,15,14
harth,loso_subject_16,16,6,Sitting,205,204
harth,loso_subject_16,16,11,Cycling Stand Inactive,173,172
harth,loso_subject_17,17,0,Walking,82,81
harth,loso_subject_17,17,1,Running,417,416
harth,loso_subject_17,17,2,Shuffling,25,24
harth,loso_subject_17,17,3,Stairs Ascending,57,56
harth,loso_subject_17,17,4,Stairs Descending,21,20
harth,loso_subject_17,17,5,Standing,14,13
harth,loso_subject_17,17,6,Sitting,135,134
harth,loso_subject_17,17,7,Lying,25,24
harth,loso_subject_17,17,8,Cycling Sit,340,339
harth,loso_subject_17,17,9,Cycling Stand,81,80
harth,loso_subject_17,17,10,Cycling Sit Inactive,21,20
harth,loso_subject_17,17,11,Cycling Stand Inactive,225,224
harth,loso_subject_18,18,0,Walking,13,12
harth,loso_subject_18,18,1,Running,146,145
harth,loso_subject_18,18,2,Shuffling,7,6
harth,loso_subject_18,18,3,Stairs Ascending,30,29
harth,loso_subject_18,18,4,Stairs Descending,40,39
harth,loso_subject_18,18,5,Standing,48,47
harth,loso_subject_18,18,7,Lying,56,55
harth,loso_subject_18,18,8,Cycling Sit,636,635
harth,loso_subject_18,18,9,Cycling Stand,127,126
harth,loso_subject_18,18,10,Cycling Sit Inactive,16,15
harth,loso_subject_18,18,11,Cycling Stand Inactive,76,75
harth,loso_subject_19,19,0,Walking,6,5
harth,loso_subject_19,19,1,Running,13,12
harth,loso_subject_19,19,2,Shuffling,4,3
harth,loso_subject_19,19,3,Stairs Ascending,64,63
harth,loso_subject_19,19,6,Sitting,74,73
harth,loso_subject_19,19,11,Cycling Stand Inactive,871,870
harth,loso_subject_20,20,0,Walking,47,46
harth,loso_subject_20,20,1,Running,981,980
harth,loso_subject_20,20,2,Shuffling,3,2
harth,loso_subject_20,20,3,Stairs Ascending,17,16
harth,loso_subject_20,20,4,Stairs Descending,6,5
harth,loso_subject_20,20,5,Standing,7,6
harth,loso_subject_20,20,6,Sitting,11,10
harth,loso_subject_21,21,0,Walking,66,65
harth,loso_subject_21,21,1,Running,798,797
harth,loso_subject_21,21,2,Shuffling,20,19
harth,loso_subject_21,21,3,Stairs Ascending,22,21
harth,loso_subject_21,21,4,Stairs Descending,2,1
harth,loso_subject_21,21,5,Standing,5,4
harth,loso_subject_21,21,6,Sitting,32,31
harth,loso_subject_21,21,7,Lying,8,7
harth,loso_subject_21,21,8,Cycling Sit,67,66
harth,loso_subject_21,21,11,Cycling Stand Inactive,117,116
hapt,loso_subject_0,0,0,Walking,28,27
hapt,loso_subject_0,0,1,Walking Upstairs,2,1
hapt,loso_subject_0,0,2,Walking Downstairs,25,24
hapt,loso_subject_0,0,3,Sitting,2,1
hapt,loso_subject_0,0,4,Standing,4,3
hapt,loso_subject_0,0,5,Laying,25,24
hapt,loso_subject_0,0,6,Stand To Sit,2,1
hapt,loso_subject_0,0,7,Sit To Stand,2,1
hapt,loso_subject_0,0,8,Sit To Lie,2,1
hapt,loso_subject_0,0,9,Lie To Sit,49,48
hapt,loso_subject_0,0,10,Stand To Lie,26,25
hapt,loso_subject_0,0,11,Lie To Stand,29,28
hapt,loso_subject_1,1,0,Walking,28,27
hapt,loso_subject_1,1,1,Walking Upstairs,2,1
hapt,loso_subject_1,1,2,Walking Downstairs,25,24
hapt,loso_subject_1,1,3,Sitting,2,1
hapt,loso_subject_1,1,4,Standing,4,3
hapt,loso_subject_1,1,5,Laying,26,25
hapt,loso_subject_1,1,6,Stand To Sit,3,2
hapt,loso_subject_1,1,7,Sit To Stand,2,1
hapt,loso_subject_1,1,8,Sit To Lie,2,1
hapt,loso_subject_1,1,9,Lie To Sit,31,30
hapt,loso_subject_1,1,10,Stand To Lie,25,24
hapt,loso_subject_1,1,11,Lie To Stand,25,24
hapt,loso_subject_2,2,0,Walking,32,31
hapt,loso_subject_2,2,1,Walking Upstairs,2,1
hapt,loso_subject_2,2,2,Walking Downstairs,26,25
hapt,loso_subject_2,2,3,Sitting,1,0
hapt,loso_subject_2,2,4,Standing,2,1
hapt,loso_subject_2,2,5,Laying,32,31
hapt,loso_subject_2,2,6,Stand To Sit,2,1
hapt,loso_subject_2,2,7,Sit To Stand,2,1
hapt,loso_subject_2,2,8,Sit To Lie,2,1
hapt,loso_subject_2,2,9,Lie To Sit,30,29
hapt,loso_subject_2,2,10,Stand To Lie,26,25
hapt,loso_subject_2,2,11,Lie To Stand,31,30
hapt,loso_subject_3,3,0,Walking,29,28
hapt,loso_subject_3,3,1,Walking Upstairs,2,1
hapt,loso_subject_3,3,2,Walking Downstairs,25,24
hapt,loso_subject_3,3,3,Sitting,2,1
hapt,loso_subject_3,3,4,Standing,4,3
hapt,loso_subject_3,3,5,Laying,27,26
hapt,loso_subject_3,3,6,Stand To Sit,2,1
hapt,loso_subject_3,3,7,Sit To Stand,2,1
hapt,loso_subject_3,3,8,Sit To Lie,2,1
hapt,loso_subject_3,3,9,Lie To Sit,31,30
hapt,loso_subject_3,3,10,Stand To Lie,24,23
hapt,loso_subject_3,3,11,Lie To Stand,27,26
hapt,loso_subject_4,4,0,Walking,29,28
hapt,loso_subject_4,4,1,Walking Upstairs,2,1
hapt,loso_subject_4,4,2,Walking Downstairs,23,22
hapt,loso_subject_4,4,3,Sitting,1,0
hapt,loso_subject_4,4,4,Standing,4,3
hapt,loso_subject_4,4,5,Laying,26,25
hapt,loso_subject_4,4,6,Stand To Sit,2,1
hapt,loso_subject_4,4,7,Sit To Stand,3,2
hapt,loso_subject_4,4,8,Sit To Lie,2,1
hapt,loso_subject_4,4,9,Lie To Sit,29,28
hapt,loso_subject_4,4,10,Stand To Lie,25,24
hapt,loso_subject_4,4,11,Lie To Stand,25,24
hapt,loso_subject_5,5,0,Walking,30,29
hapt,loso_subject_5,5,1,Walking Upstairs,2,1
hapt,loso_subject_5,5,2,Walking Downstairs,29,28
hapt,loso_subject_5,5,3,Sitting,1,0
hapt,loso_subject_5,5,4,Standing,4,3
hapt,loso_subject_5,5,5,Laying,30,29
hapt,loso_subject_5,5,6,Stand To Sit,2,1
hapt,loso_subject_5,5,7,Sit To Stand,2,1
hapt,loso_subject_5,5,8,Sit To Lie,2,1
hapt,loso_subject_5,5,9,Lie To Sit,29,28
hapt,loso_subject_5,5,10,Stand To Lie,24,23
hapt,loso_subject_5,5,11,Lie To Stand,27,26
hapt,loso_subject_6,6,0,Walking,28,27
hapt,loso_subject_6,6,2,Walking Downstairs,24,23
hapt,loso_subject_6,6,4,Standing,2,1
hapt,loso_subject_6,6,5,Laying,26,25
hapt,loso_subject_6,6,6,Stand To Sit,1,0
hapt,loso_subject_6,6,7,Sit To Stand,3,2
hapt,loso_subject_6,6,8,Sit To Lie,2,1
hapt,loso_subject_6,6,9,Lie To Sit,29,28
hapt,loso_subject_6,6,10,Stand To Lie,25,24
hapt,loso_subject_6,6,11,Lie To Stand,26,25
hapt,loso_subject_7,7,0,Walking,30,29
hapt,loso_subject_7,7,1,Walking Upstairs,1,0
hapt,loso_subject_7,7,2,Walking Downstairs,23,22
hapt,loso_subject_7,7,4,Standing,2,1
hapt,loso_subject_7,7,5,Laying,29,28
hapt,loso_subject_7,7,6,Stand To Sit,3,2
hapt,loso_subject_7,7,7,Sit To Stand,2,1
hapt,loso_subject_7,7,8,Sit To Lie,1,0
hapt,loso_subject_7,7,9,Lie To Sit,25,24
hapt,loso_subject_7,7,10,Stand To Lie,20,19
hapt,loso_subject_7,7,11,Lie To Stand,22,21
hapt,loso_subject_8,8,0,Walking,25,24
hapt,loso_subject_8,8,1,Walking Upstairs,1,0
hapt,loso_subject_8,8,2,Walking Downstairs,27,26
hapt,loso_subject_8,8,4,Standing,3,2
hapt,loso_subject_8,8,5,Laying,28,27
hapt,loso_subject_8,8,6,Stand To Sit,1,0
hapt,loso_subject_8,8,7,Sit To Stand,2,1
hapt,loso_subject_8,8,8,Sit To Lie,2,1
hapt,loso_subject_8,8,9,Lie To Sit,28,27
hapt,loso_subject_8,8,10,Stand To Lie,23,22
hapt,loso_subject_8,8,11,Lie To Stand,25,24
hapt,loso_subject_9,9,0,Walking,24,23
hapt,loso_subject_9,9,1,Walking Upstairs,1,0
hapt,loso_subject_9,9,2,Walking Downstairs,28,27
hapt,loso_subject_9,9,4,Standing,2,1
hapt,loso_subject_9,9,5,Laying,31,30
hapt,loso_subject_9,9,6,Stand To Sit,1,0
hapt,loso_subject_9,9,7,Sit To Stand,2,1
hapt,loso_subject_9,9,8,Sit To Lie,1,0
hapt,loso_subject_9,9,9,Lie To Sit,28,27
hapt,loso_subject_9,9,10,Stand To Lie,20,19
hapt,loso_subject_9,9,11,Lie To Stand,24,23
hapt,loso_subject_10,10,0,Walking,26,25
hapt,loso_subject_10,10,1,Walking Upstairs,2,1
hapt,loso_subject_10,10,2,Walking Downstairs,28,27
hapt,loso_subject_10,10,3,Sitting,2,1
hapt,loso_subject_10,10,4,Standing,2,1
hapt,loso_subject_10,10,5,Laying,29,28
hapt,loso_subject_10,10,6,Stand To Sit,2,1
hapt,loso_subject_10,10,7,Sit To Stand,2,1
hapt,loso_subject_10,10,8,Sit To Lie,2,1
hapt,loso_subject_10,10,9,Lie To Sit,31,30
hapt,loso_subject_10,10,10,Stand To Lie,24,23
hapt,loso_subject_10,10,11,Lie To Stand,29,28
hapt,loso_subject_11,11,0,Walking,32,31
hapt,loso_subject_11,11,1,Walking Upstairs,2,1
hapt,loso_subject_11,11,2,Walking Downstairs,29,28
hapt,loso_subject_11,11,3,Sitting,1,0
hapt,loso_subject_11,11,4,Standing,2,1
hapt,loso_subject_11,11,5,Laying,32,31
hapt,loso_subject_11,11,6,Stand To Sit,2,1
hapt,loso_subject_11,11,7,Sit To Stand,2,1
hapt,loso_subject_11,11,8,Sit To Lie,2,1
hapt,loso_subject_11,11,9,Lie To Sit,26,25
hapt,loso_subject_11,11,10,Stand To Lie,25,24
hapt,loso_subject_11,11,11,Lie To Stand,28,27
hapt,loso_subject_12,12,0,Walking,31,30
hapt,loso_subject_12,12,1,Walking Upstairs,2,1
hapt,loso_subject_12,12,2,Walking Downstairs,26,25
hapt,loso_subject_12,12,3,Sitting,2,1
hapt,loso_subject_12,12,4,Standing,2,1
hapt,loso_subject_12,12,5,Laying,31,30
hapt,loso_subject_12,12,6,Stand To Sit,2,1
hapt,loso_subject_12,12,7,Sit To Stand,2,1
hapt,loso_subject_12,12,8,Sit To Lie,3,2
hapt,loso_subject_12,12,9,Lie To Sit,29,28
hapt,loso_subject_12,12,10,Stand To Lie,26,25
hapt,loso_subject_12,12,11,Lie To Stand,28,27
hapt,loso_subject_13,13,0,Walking,32,31
hapt,loso_subject_13,13,1,Walking Upstairs,3,2
hapt,loso_subject_13,13,2,Walking Downstairs,27,26
hapt,loso_subject_13,13,3,Sitting,2,1
hapt,loso_subject_13,13,4,Standing,4,3
hapt,loso_subject_13,13,5,Laying,25,24
hapt,loso_subject_13,13,6,Stand To Sit,2,1
hapt,loso_subject_13,13,7,Sit To Stand,3,2
hapt,loso_subject_13,13,8,Sit To Lie,3,2
hapt,loso_subject_13,13,9,Lie To Sit,30,29
hapt,loso_subject_13,13,10,Stand To Lie,24,23
hapt,loso_subject_13,13,11,Lie To Stand,29,28
hapt,loso_subject_14,14,0,Walking,29,28
hapt,loso_subject_14,14,1,Walking Upstairs,2,1
hapt,loso_subject_14,14,2,Walking Downstairs,31,30
hapt,loso_subject_14,14,3,Sitting,1,0
hapt,loso_subject_14,14,4,Standing,3,2
hapt,loso_subject_14,14,5,Laying,39,38
hapt,loso_subject_14,14,6,Stand To Sit,2,1
hapt,loso_subject_14,14,7,Sit To Stand,2,1
hapt,loso_subject_14,14,8,Sit To Lie,2,1
hapt,loso_subject_14,14,9,Lie To Sit,28,27
hapt,loso_subject_14,14,10,Stand To Lie,24,23
hapt,loso_subject_14,14,11,Lie To Stand,24,23
hapt,loso_subject_15,15,0,Walking,41,40
hapt,loso_subject_15,15,1,Walking Upstairs,2,1
hapt,loso_subject_15,15,2,Walking Downstairs,35,34
hapt,loso_subject_15,15,4,Standing,2,1
hapt,loso_subject_15,15,5,Laying,36,35
hapt,loso_subject_15,15,6,Stand To Sit,2,1
hapt,loso_subject_15,15,7,Sit To Stand,2,1
hapt,loso_subject_15,15,8,Sit To Lie,2,1
hapt,loso_subject_15,15,9,Lie To Sit,26,25
hapt,loso_subject_15,15,10,Stand To Lie,24,23
hapt,loso_subject_15,15,11,Lie To Stand,27,26
hapt,loso_subject_16,16,0,Walking,42,41
hapt,loso_subject_16,16,1,Walking Upstairs,2,1
hapt,loso_subject_16,16,2,Walking Downstairs,33,32
hapt,loso_subject_16,16,3,Sitting,2,1
hapt,loso_subject_16,16,4,Standing,3,2
hapt,loso_subject_16,16,5,Laying,38,37
hapt,loso_subject_16,16,6,Stand To Sit,3,2
hapt,loso_subject_16,16,7,Sit To Stand,3,2
hapt,loso_subject_16,16,8,Sit To Lie,2,1
hapt,loso_subject_16,16,9,Lie To Sit,32,31
hapt,loso_subject_16,16,10,Stand To Lie,25,24
hapt,loso_subject_16,16,11,Lie To Stand,24,23
hapt,loso_subject_17,17,0,Walking,41,40
hapt,loso_subject_17,17,1,Walking Upstairs,3,2
hapt,loso_subject_17,17,2,Walking Downstairs,32,31
hapt,loso_subject_17,17,3,Sitting,2,1
hapt,loso_subject_17,17,4,Standing,3,2
hapt,loso_subject_17,17,5,Laying,37,36
hapt,loso_subject_17,17,6,Stand To Sit,2,1
hapt,loso_subject_17,17,7,Sit To Stand,2,1
hapt,loso_subject_17,17,8,Sit To Lie,2,1
hapt,loso_subject_17,17,9,Lie To Sit,29,28
hapt,loso_subject_17,17,10,Stand To Lie,30,29
hapt,loso_subject_17,17,11,Lie To Stand,30,29
hapt,loso_subject_18,18,0,Walking,38,37
hapt,loso_subject_18,18,1,Walking Upstairs,2,1
hapt,loso_subject_18,18,2,Walking Downstairs,37,36
hapt,loso_subject_18,18,3,Sitting,1,0
hapt,loso_subject_18,18,4,Standing,3,2
hapt,loso_subject_18,18,5,Laying,44,43
hapt,loso_subject_18,18,6,Stand To Sit,2,1
hapt,loso_subject_18,18,7,Sit To Stand,2,1
hapt,loso_subject_18,18,8,Sit To Lie,2,1
hapt,loso_subject_18,18,9,Lie To Sit,27,26
hapt,loso_subject_18,18,10,Stand To Lie,21,20
hapt,loso_subject_18,18,11,Lie To Stand,22,21
hapt,loso_subject_19,19,0,Walking,40,39
hapt,loso_subject_19,19,1,Walking Upstairs,2,1
hapt,loso_subject_19,19,2,Walking Downstairs,34,33
hapt,loso_subject_19,19,3,Sitting,1,0
hapt,loso_subject_19,19,4,Standing,5,4
hapt,loso_subject_19,19,5,Laying,34,33
hapt,loso_subject_19,19,6,Stand To Sit,2,1
hapt,loso_subject_19,19,7,Sit To Stand,4,3
hapt,loso_subject_19,19,8,Sit To Lie,2,1
hapt,loso_subject_19,19,9,Lie To Sit,26,25
hapt,loso_subject_19,19,10,Stand To Lie,24,23
hapt,loso_subject_19,19,11,Lie To Stand,26,25
hapt,loso_subject_20,20,0,Walking,48,47
hapt,loso_subject_20,20,1,Walking Upstairs,2,1
hapt,loso_subject_20,20,2,Walking Downstairs,43,42
hapt,loso_subject_20,20,3,Sitting,1,0
hapt,loso_subject_20,20,4,Standing,4,3
hapt,loso_subject_20,20,5,Laying,46,45
hapt,loso_subject_20,20,6,Stand To Sit,2,1
hapt,loso_subject_20,20,7,Sit To Stand,2,1
hapt,loso_subject_20,20,8,Sit To Lie,2,1
hapt,loso_subject_20,20,9,Lie To Sit,27,26
hapt,loso_subject_20,20,10,Stand To Lie,24,23
hapt,loso_subject_20,20,11,Lie To Stand,25,24
hapt,loso_subject_21,21,0,Walking,33,32
hapt,loso_subject_21,21,1,Walking Upstairs,1,0
hapt,loso_subject_21,21,2,Walking Downstairs,32,31
hapt,loso_subject_21,21,4,Standing,2,1
hapt,loso_subject_21,21,5,Laying,37,36
hapt,loso_subject_21,21,6,Stand To Sit,3,2
hapt,loso_subject_21,21,7,Sit To Stand,2,1
hapt,loso_subject_21,21,8,Sit To Lie,2,1
hapt,loso_subject_21,21,9,Lie To Sit,24,23
hapt,loso_subject_21,21,10,Stand To Lie,18,17
hapt,loso_subject_21,21,11,Lie To Stand,24,23
hapt,loso_subject_22,22,0,Walking,36,35
hapt,loso_subject_22,22,1,Walking Upstairs,2,1
hapt,loso_subject_22,22,2,Walking Downstairs,35,34
hapt,loso_subject_22,22,3,Sitting,1,0
hapt,loso_subject_22,22,4,Standing,3,2
hapt,loso_subject_22,22,5,Laying,37,36
hapt,loso_subject_22,22,6,Stand To Sit,2,1
hapt,loso_subject_22,22,7,Sit To Stand,2,1
hapt,loso_subject_22,22,8,Sit To Lie,2,1
hapt,loso_subject_22,22,9,Lie To Sit,31,30
hapt,loso_subject_22,22,10,Stand To Lie,30,29
hapt,loso_subject_22,22,11,Lie To Stand,27,26
hapt,loso_subject_23,23,0,Walking,37,36
hapt,loso_subject_23,23,1,Walking Upstairs,2,1
hapt,loso_subject_23,23,2,Walking Downstairs,36,35
hapt,loso_subject_23,23,4,Standing,4,3
hapt,loso_subject_23,23,5,Laying,37,36
hapt,loso_subject_23,23,6,Stand To Sit,2,1
hapt,loso_subject_23,23,7,Sit To Stand,2,1
hapt,loso_subject_23,23,8,Sit To Lie,3,2
hapt,loso_subject_23,23,9,Lie To Sit,29,28
hapt,loso_subject_23,23,10,Stand To Lie,29,28
hapt,loso_subject_23,23,11,Lie To Stand,30,29
hapt,loso_subject_24,24,0,Walking,38,37
hapt,loso_subject_24,24,1,Walking Upstairs,2,1
hapt,loso_subject_24,24,2,Walking Downstairs,34,33
hapt,loso_subject_24,24,3,Sitting,2,1
hapt,loso_subject_24,24,4,Standing,2,1
hapt,loso_subject_24,24,5,Laying,39,38
hapt,loso_subject_24,24,6,Stand To Sit,3,2
hapt,loso_subject_24,24,7,Sit To Stand,2,1
hapt,loso_subject_24,24,8,Sit To Lie,3,2
hapt,loso_subject_24,24,9,Lie To Sit,39,38
hapt,loso_subject_24,24,10,Stand To Lie,31,30
hapt,loso_subject_24,24,11,Lie To Stand,33,32
hapt,loso_subject_25,25,0,Walking,40,39
hapt,loso_subject_25,25,1,Walking Upstairs,2,1
hapt,loso_subject_25,25,2,Walking Downstairs,40,39
hapt,loso_subject_25,25,3,Sitting,1,0
hapt,loso_subject_25,25,4,Standing,2,1
hapt,loso_subject_25,25,5,Laying,40,39
hapt,loso_subject_25,25,6,Stand To Sit,2,1
hapt,loso_subject_25,25,7,Sit To Stand,2,1
hapt,loso_subject_25,25,8,Sit To Lie,2,1
hapt,loso_subject_25,25,9,Lie To Sit,31,30
hapt,loso_subject_25,25,10,Stand To Lie,26,25
hapt,loso_subject_25,25,11,Lie To Stand,30,29
hapt,loso_subject_26,26,0,Walking,42,41
hapt,loso_subject_26,26,1,Walking Upstairs,2,1
hapt,loso_subject_26,26,2,Walking Downstairs,36,35
hapt,loso_subject_26,26,4,Standing,2,1
hapt,loso_subject_26,26,5,Laying,39,38
hapt,loso_subject_26,26,6,Stand To Sit,2,1
hapt,loso_subject_26,26,7,Sit To Stand,2,1
hapt,loso_subject_26,26,8,Sit To Lie,1,0
hapt,loso_subject_26,26,9,Lie To Sit,29,28
hapt,loso_subject_26,26,10,Stand To Lie,23,22
hapt,loso_subject_26,26,11,Lie To Stand,27,26
hapt,loso_subject_27,27,0,Walking,41,40
hapt,loso_subject_27,27,1,Walking Upstairs,3,2
hapt,loso_subject_27,27,2,Walking Downstairs,39,38
hapt,loso_subject_27,27,3,Sitting,1,0
hapt,loso_subject_27,27,5,Laying,40,39
hapt,loso_subject_27,27,7,Sit To Stand,2,1
hapt,loso_subject_27,27,8,Sit To Lie,2,1
hapt,loso_subject_27,27,9,Lie To Sit,29,28
hapt,loso_subject_27,27,10,Stand To Lie,24,23
hapt,loso_subject_27,27,11,Lie To Stand,27,26
hapt,loso_subject_28,28,0,Walking,35,34
hapt,loso_subject_28,28,1,Walking Upstairs,2,1
hapt,loso_subject_28,28,2,Walking Downstairs,31,30
hapt,loso_subject_28,28,3,Sitting,2,1
hapt,loso_subject_28,28,4,Standing,2,1
hapt,loso_subject_28,28,5,Laying,35,34
hapt,loso_subject_28,28,6,Stand To Sit,2,1
hapt,loso_subject_28,28,7,Sit To Stand,3,2
hapt,loso_subject_28,28,8,Sit To Lie,2,1
hapt,loso_subject_28,28,9,Lie To Sit,28,27
hapt,loso_subject_28,28,10,Stand To Lie,24,23
hapt,loso_subject_28,28,11,Lie To Stand,25,24
hapt,loso_subject_29,29,0,Walking,33,32
hapt,loso_subject_29,29,1,Walking Upstairs,1,0
hapt,loso_subject_29,29,2,Walking Downstairs,33,32
hapt,loso_subject_29,29,3,Sitting,1,0
hapt,loso_subject_29,29,4,Standing,2,1
hapt,loso_subject_29,29,5,Laying,38,37
hapt,loso_subject_29,29,6,Stand To Sit,2,1
hapt,loso_subject_29,29,7,Sit To Stand,3,2
hapt,loso_subject_29,29,8,Sit To Lie,2,1
hapt,loso_subject_29,29,9,Lie To Sit,33,32
hapt,loso_subject_29,29,10,Stand To Lie,33,32
hapt,loso_subject_29,29,11,Lie To Stand,33,32
