dataset_id,fold_id,subject_id,k,valid,num_present_classes,required_windows_per_class,insufficient_classes
harth,loso_subject_14,14,7,False,11,8,"{""10"": {""available_windows"": 2, ""name"": ""Cycling Sit Inactive""}, ""7"": {""available_windows"": 7, ""name"": ""Lying""}}"
harth,loso_subject_14,14,8,False,11,9,"{""10"": {""available_windows"": 2, ""name"": ""Cycling Sit Inactive""}, ""7"": {""available_windows"": 7, ""name"": ""Lying""}}"
harth,loso_subject_14,14,9,False,11,10,"{""10"": {""available_windows"": 2, ""name"": ""Cycling Sit Inactive""}, ""7"": {""available_windows"": 7, ""name"": ""Lying""}}"
harth,loso_subject_14,14,10,False,11,11,"{""10"": {""available_windows"": 2, ""name"": ""Cycling Sit Inactive""}, ""7"": {""available_windows"": 7, ""name"": ""Lying""}}"
harth,loso_subject_14,14,11,False,11,12,"{""10"": {""available_windows"": 2, ""name"": ""Cycling Sit Inactive""}, ""7"": {""available_windows"": 7, ""name"": ""Lying""}}"
harth,loso_subject_14,14,12,False,11,13,"{""10"": {""available_windows"": 2, ""name"": ""Cycling Sit Inactive""}, ""7"": {""available_windows"": 7, ""name"": ""Lying""}}"
harth,loso_subject_14,14,13,False,11,14,"{""10"": {""available_windows"": 2, ""name"": ""Cycling Sit Inactive""}, ""7"": {""available_windows"": 7, ""name"": ""Lying""}}"
harth,loso_subject_14,14,14,False,11,15,"{""10"": {""available_windows"": 2, ""name"": ""Cycling Sit Inactive""}, ""11"": {""available_windows"": 14, ""name"": ""Cycling Stand Inactive""}, ""7"": {""available_windows"": 7, ""name"": ""Lying""}}"
harth,loso_subject_14,14,15,False,11,16,"{""10"": {""available_windows"": 2, ""name"": ""Cycling Sit Inactive""}, ""11"": {""available_windows"": 14, ""name"": ""Cycling Stand Inactive""}, ""7"": {""available_windows"": 7, ""name"": ""Lying""}}"
harth,loso_subject_14,14,16,False,11,17,"{""10"": {""available_windows"": 2, ""name"": ""Cycling Sit Inactive""}, ""11"": {""available_windows"": 14, ""name"": ""Cycling Stand Inactive""}, ""7"": {""available_windows"": 7, ""name"": ""Lying""}}"
harth,loso_subject_15,15,0,True,8,1,{}
harth,loso_subject_15,15,1,True,8,2,{}
harth,loso_subject_15,15,2,True,8,3,{}
harth,loso_subject_15,15,3,False,8,4,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_15,15,4,False,8,5,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_15,15,5,False,8,6,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_15,15,6,False,8,7,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_15,15,7,False,8,8,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_15,15,8,False,8,9,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_15,15,9,False,8,10,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_15,15,10,False,8,11,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""5"": {""available_windows"": 10, ""name"": ""Standing""}}"
harth,loso_subject_15,15,11,False,8,12,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""5"": {""available_windows"": 10, ""name"": ""Standing""}}"
harth,loso_subject_15,15,12,False,8,13,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""5"": {""available_windows"": 10, ""name"": ""Standing""}}"
harth,loso_subject_15,15,13,False,8,14,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""5"": {""available_windows"": 10, ""name"": ""Standing""}}"
harth,loso_subject_15,15,14,False,8,15,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""5"": {""available_windows"": 10, ""name"": ""Standing""}}"
harth,loso_subject_15,15,15,False,8,16,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""5"": {""available_windows"": 10, ""name"": ""Standing""}}"
harth,loso_subject_15,15,16,False,8,17,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 16, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 10, ""name"": ""Standing""}}"
harth,loso_subject_16,16,0,True,8,1,{}
harth,loso_subject_16,16,1,True,8,2,{}
harth,loso_subject_16,16,2,True,8,3,{}
harth,loso_subject_16,16,3,False,8,4,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,4,False,8,5,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,5,False,8,6,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,6,False,8,7,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,7,False,8,8,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,8,False,8,9,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,9,False,8,10,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,10,False,8,11,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,11,False,8,12,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,12,False,8,13,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,13,False,8,14,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,14,False,8,15,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_16,16,15,False,8,16,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""5"": {""available_windows"": 15, ""name"": ""Standing""}}"
harth,loso_subject_16,16,16,False,8,17,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""5"": {""available_windows"": 15, ""name"": ""Standing""}}"
harth,loso_subject_17,17,0,True,12,1,{}
harth,loso_subject_17,17,1,True,12,2,{}
harth,loso_subject_17,17,2,True,12,3,{}
harth,loso_subject_17,17,3,True,12,4,{}
harth,loso_subject_17,17,4,True,12,5,{}
harth,loso_subject_17,17,5,True,12,6,{}
harth,loso_subject_17,17,6,True,12,7,{}
harth,loso_subject_17,17,7,True,12,8,{}
harth,loso_subject_17,17,8,True,12,9,{}
harth,loso_subject_17,17,9,True,12,10,{}
harth,loso_subject_17,17,10,True,12,11,{}
harth,loso_subject_17,17,11,True,12,12,{}
harth,loso_subject_17,17,12,True,12,13,{}
harth,loso_subject_17,17,13,True,12,14,{}
harth,loso_subject_17,17,14,False,12,15,"{""5"": {""available_windows"": 14, ""name"": ""Standing""}}"
harth,loso_subject_17,17,15,False,12,16,"{""5"": {""available_windows"": 14, ""name"": ""Standing""}}"
harth,loso_subject_17,17,16,False,12,17,"{""5"": {""available_windows"": 14, ""name"": ""Standing""}}"
harth,loso_subject_18,18,0,True,11,1,{}
harth,loso_subject_18,18,1,True,11,2,{}
harth,loso_subject_18,18,2,True,11,3,{}
harth,loso_subject_18,18,3,True,11,4,{}
harth,loso_subject_18,18,4,True,11,5,{}
harth,loso_subject_18,18,5,True,11,6,{}
harth,loso_subject_18,18,6,True,11,7,{}
harth,loso_subject_18,18,7,False,11,8,"{""2"": {""available_windows"": 7, ""name"": ""Shuffling""}}"
harth,loso_subject_18,18,8,False,11,9,"{""2"": {""available_windows"": 7, ""name"": ""Shuffling""}}"
harth,loso_subject_18,18,9,False,11,10,"{""2"": {""available_windows"": 7, ""name"": ""Shuffling""}}"
harth,loso_subject_18,18,10,False,11,11,"{""2"": {""available_windows"": 7, ""name"": ""Shuffling""}}"
harth,loso_subject_18,18,11,False,11,12,"{""2"": {""available_windows"": 7, ""name"": ""Shuffling""}}"
harth,loso_subject_18,18,12,False,11,13,"{""2"": {""available_windows"": 7, ""name"": ""Shuffling""}}"
harth,loso_subject_18,18,13,False,11,14,"{""0"": {""available_windows"": 13, ""name"": ""Walking""}, ""2"": {""available_windows"": 7, ""name"": ""Shuffling""}}"
harth,loso_subject_18,18,14,False,11,15,"{""0"": {""available_windows"": 13, ""name"": ""Walking""}, ""2"": {""available_windows"": 7, ""name"": ""Shuffling""}}"
harth,loso_subject_18,18,15,False,11,16,"{""0"": {""available_windows"": 13, ""name"": ""Walking""}, ""2"": {""available_windows"": 7, ""name"": ""Shuffling""}}"
harth,loso_subject_18,18,16,False,11,17,"{""0"": {""available_windows"": 13, ""name"": ""Walking""}, ""10"": {""available_windows"": 16, ""name"": ""Cycling Sit Inactive""}, ""2"": {""available_windows"": 7, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,0,True,6,1,{}
harth,loso_subject_19,19,1,True,6,2,{}
harth,loso_subject_19,19,2,True,6,3,{}
harth,loso_subject_19,19,3,True,6,4,{}
harth,loso_subject_19,19,4,False,6,5,"{""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,5,False,6,6,"{""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,6,False,6,7,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,7,False,6,8,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,8,False,6,9,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,9,False,6,10,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,10,False,6,11,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,11,False,6,12,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,12,False,6,13,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,13,False,6,14,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""1"": {""available_windows"": 13, ""name"": ""Running""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,14,False,6,15,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""1"": {""available_windows"": 13, ""name"": ""Running""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,15,False,6,16,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""1"": {""available_windows"": 13, ""name"": ""Running""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_19,19,16,False,6,17,"{""0"": {""available_windows"": 6, ""name"": ""Walking""}, ""1"": {""available_windows"": 13, ""name"": ""Running""}, ""2"": {""available_windows"": 4, ""name"": ""Shuffling""}}"
harth,loso_subject_20,20,0,True,7,1,{}
harth,loso_subject_20,20,1,True,7,2,{}
harth,loso_subject_20,20,2,True,7,3,{}
harth,loso_subject_20,20,3,False,7,4,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_20,20,4,False,7,5,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_20,20,5,False,7,6,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}}"
harth,loso_subject_20,20,6,False,7,7,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}}"
harth,loso_subject_20,20,7,False,7,8,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 7, ""name"": ""Standing""}}"
harth,loso_subject_20,20,8,False,7,9,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 7, ""name"": ""Standing""}}"
harth,loso_subject_20,20,9,False,7,10,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 7, ""name"": ""Standing""}}"
harth,loso_subject_20,20,10,False,7,11,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 7, ""name"": ""Standing""}}"
harth,loso_subject_20,20,11,False,7,12,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 7, ""name"": ""Standing""}, ""6"": {""available_windows"": 11, ""name"": ""Sitting""}}"
harth,loso_subject_20,20,12,False,7,13,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 7, ""name"": ""Standing""}, ""6"": {""available_windows"": 11, ""name"": ""Sitting""}}"
harth,loso_subject_20,20,13,False,7,14,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 7, ""name"": ""Standing""}, ""6"": {""available_windows"": 11, ""name"": ""Sitting""}}"
harth,loso_subject_20,20,14,False,7,15,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 7, ""name"": ""Standing""}, ""6"": {""available_windows"": 11, ""name"": ""Sitting""}}"
harth,loso_subject_20,20,15,False,7,16,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 7, ""name"": ""Standing""}, ""6"": {""available_windows"": 11, ""name"": ""Sitting""}}"
harth,loso_subject_20,20,16,False,7,17,"{""2"": {""available_windows"": 3, ""name"": ""Shuffling""}, ""4"": {""available_windows"": 6, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 7, ""name"": ""Standing""}, ""6"": {""available_windows"": 11, ""name"": ""Sitting""}}"
harth,loso_subject_21,21,0,True,10,1,{}
harth,loso_subject_21,21,1,True,10,2,{}
harth,loso_subject_21,21,2,False,10,3,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}}"
harth,loso_subject_21,21,3,False,10,4,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}}"
harth,loso_subject_21,21,4,False,10,5,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}}"
harth,loso_subject_21,21,5,False,10,6,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}}"
harth,loso_subject_21,21,6,False,10,7,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}}"
harth,loso_subject_21,21,7,False,10,8,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}}"
harth,loso_subject_21,21,8,False,10,9,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}, ""7"": {""available_windows"": 8, ""name"": ""Lying""}}"
harth,loso_subject_21,21,9,False,10,10,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}, ""7"": {""available_windows"": 8, ""name"": ""Lying""}}"
harth,loso_subject_21,21,10,False,10,11,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}, ""7"": {""available_windows"": 8, ""name"": ""Lying""}}"
harth,loso_subject_21,21,11,False,10,12,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}, ""7"": {""available_windows"": 8, ""name"": ""Lying""}}"
harth,loso_subject_21,21,12,False,10,13,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}, ""7"": {""available_windows"": 8, ""name"": ""Lying""}}"
harth,loso_subject_21,21,13,False,10,14,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}, ""7"": {""available_windows"": 8, ""name"": ""Lying""}}"
harth,loso_subject_21,21,14,False,10,15,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}, ""7"": {""available_windows"": 8, ""name"": ""Lying""}}"
harth,loso_subject_21,21,15,False,10,16,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}, ""7"": {""available_windows"": 8, ""name"": ""Lying""}}"
harth,loso_subject_21,21,16,False,10,17,"{""4"": {""available_windows"": 2, ""name"": ""Stairs Descending""}, ""5"": {""available_windows"": 5, ""name"": ""Standing""}, ""7"": {""available_windows"": 8, ""name"": ""Lying""}}"
hapt,loso_subject_0,0,0,True,12,1,{}
hapt,loso_subject_0,0,1,True,12,2,{}
hapt,loso_subject_0,0,2,False,12,3,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,3,False,12,4,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,4,False,12,5,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,5,False,12,6,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,6,False,12,7,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,7,False,12,8,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,8,False,12,9,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,9,False,12,10,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,10,False,12,11,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,11,False,12,12,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,12,False,12,13,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,13,False,12,14,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,14,False,12,15,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,15,False,12,16,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_0,0,16,False,12,17,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 2, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_1,1,0,True,12,1,{}
hapt,loso_subject_1,1,1,True,12,2,{}
hapt,loso_subject_1,1,2,False,12,3,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_1,1,3,False,12,4,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""6"": {""available_windows"": 3, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_1,1,4,False,12,5,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 3, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_1,1,5,False,12,6,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 3, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_1,1,6,False,12,7,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 3, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_1,1,7,False,12,8,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 3, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_1,1,8,False,12,9,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 3, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_1,1,9,False,12,10,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 3, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
hapt,loso_subject_1,1,10,False,12,11,"{""1"": {""available_windows"": 2, ""name"": ""Walking Upstairs""}, ""3"": {""available_windows"": 2, ""name"": ""Sitting""}, ""4"": {""available_windows"": 4, ""name"": ""Standing""}, ""6"": {""available_windows"": 3, ""name"": ""Stand To Sit""}, ""7"": {""available_windows"": 2, ""name"": ""Sit To Stand""}, ""8"": {""available_windows"": 2, ""name"": ""Sit To Lie""}}"
